ai_050_003/cam_04 0000 0001 0002 0003 0004 0005 0006 0007
ai_043_003/cam_00 0087 0088 0089 0090 0091 0092 0093 0094
ai_043_009/cam_01 0069 0071 0074 0075 0076 0077 0078 0079
ai_005_007/cam_00 0033 0035 0037 0049 0050 0051 0052 0053
ai_021_009/cam_00 0003 0006 0008 0009 0010 0011 0012 0013
ai_001_005/cam_03 0069 0071 0073 0074 0075 0076 0077 0078
ai_018_009/cam_01 0024 0026 0027 0028 0029 0030 0032 0034
ai_026_001/cam_00 0036 0038 0039 0040 0041 0042 0043 0044
ai_004_007/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_006_002/cam_01 0018 0019 0020 0021 0022 0023 0024 0025
ai_023_007/cam_01 0024 0026 0028 0030 0032 0033 0034 0035
ai_021_009/cam_00 0048 0050 0051 0056 0057 0058 0059 0060
ai_006_006/cam_01 0053 0054 0055 0056 0074 0075 0076 0077
ai_002_002/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_048_005/cam_03 0063 0065 0067 0068 0069 0070 0071 0072
ai_001_009/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_041_009/cam_00 0019 0022 0024 0026 0028 0029 0030 0031
ai_044_002/cam_00 0066 0068 0069 0071 0073 0074 0075 0076
ai_047_002/cam_00 0066 0068 0070 0071 0072 0073 0074 0076
ai_050_005/cam_04 0007 0014 0015 0016 0017 0018 0019 0020
ai_042_003/cam_01 0033 0035 0037 0039 0040 0041 0042 0043
ai_044_002/cam_00 0039 0041 0042 0044 0046 0047 0048 0049
ai_018_003/cam_01 0054 0057 0064 0065 0066 0067 0068 0069
ai_048_007/cam_02 0024 0026 0027 0028 0029 0030 0031 0032
ai_048_007/cam_00 0025 0029 0030 0031 0032 0033 0034 0035
ai_034_001/cam_00 0033 0035 0037 0038 0039 0040 0041 0042
ai_033_001/cam_00 0047 0050 0058 0060 0061 0063 0065 0066
ai_055_010/cam_01 0048 0050 0052 0053 0054 0055 0056 0057
ai_048_005/cam_03 0002 0004 0007 0008 0010 0016 0022 0027
ai_053_013/cam_00 0020 0026 0027 0055 0058 0060 0063 0065
ai_043_006/cam_01 0015 0017 0019 0021 0022 0023 0024 0025
ai_051_003/cam_02 0006 0008 0011 0026 0027 0028 0029 0030
ai_051_002/cam_01 0054 0057 0059 0060 0061 0062 0063 0064
ai_023_010/cam_02 0081 0083 0085 0086 0087 0088 0089 0090
ai_013_004/cam_00 0073 0075 0077 0080 0082 0083 0085 0087
ai_006_001/cam_01 0041 0047 0050 0052 0053 0055 0059 0061
ai_055_001/cam_00 0024 0027 0032 0033 0034 0035 0036 0037
ai_005_006/cam_00 0048 0050 0051 0054 0056 0057 0058 0059
ai_007_004/cam_03 0019 0021 0022 0023 0024 0025 0026 0027
ai_009_008/cam_00 0071 0077 0079 0080 0081 0083 0085 0087
ai_027_003/cam_01 0022 0024 0025 0026 0027 0028 0029 0030
ai_048_003/cam_03 0030 0032 0039 0040 0041 0042 0043 0044
ai_002_005/cam_00 0066 0069 0071 0073 0074 0075 0076 0077
ai_008_001/cam_02 0065 0066 0067 0068 0069 0070 0071 0072
ai_005_008/cam_00 0078 0080 0081 0082 0083 0084 0085 0086
ai_017_006/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_004_008/cam_00 0060 0061 0062 0064 0066 0068 0069 0070
ai_021_008/cam_02 0027 0042 0044 0046 0048 0051 0052 0053
ai_003_002/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_036_003/cam_00 0078 0080 0082 0083 0085 0087 0088 0089
ai_045_001/cam_01 0024 0025 0027 0029 0031 0032 0033 0034
ai_018_004/cam_00 0039 0041 0043 0045 0046 0047 0048 0049
ai_045_005/cam_01 0076 0078 0080 0082 0083 0084 0085 0086
ai_011_008/cam_01 0039 0041 0043 0045 0046 0047 0048 0049
ai_016_002/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_018_010/cam_01 0063 0064 0066 0068 0070 0071 0072 0073
ai_007_004/cam_02 0006 0008 0010 0012 0013 0014 0015 0016
ai_047_007/cam_00 0039 0041 0042 0045 0047 0048 0049 0050
ai_055_010/cam_01 0072 0074 0075 0076 0077 0078 0079 0080
ai_054_009/cam_01 0024 0026 0027 0028 0029 0030 0031 0032
ai_050_001/cam_01 0054 0056 0057 0061 0062 0063 0064 0065
ai_036_003/cam_02 0024 0036 0037 0038 0039 0040 0041 0042
ai_023_002/cam_01 0033 0035 0037 0039 0041 0042 0043 0044
ai_012_001/cam_00 0083 0081 0077 0074 0061 0056 0052 0049
ai_012_009/cam_00 0053 0060 0062 0063 0064 0065 0066 0067
ai_048_007/cam_02 0048 0050 0051 0052 0053 0054 0055 0056
ai_014_003/cam_00 0008 0010 0016 0025 0038 0040 0050 0056
ai_055_006/cam_01 0051 0059 0061 0062 0063 0064 0065 0066
ai_050_001/cam_04 0066 0072 0073 0074 0075 0076 0077 0078
ai_021_008/cam_01 0024 0031 0033 0034 0035 0036 0037 0038
ai_045_005/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_042_001/cam_01 0036 0038 0040 0042 0043 0044 0045 0047
ai_051_005/cam_02 0051 0053 0055 0057 0058 0059 0060 0061
ai_039_004/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_044_007/cam_00 0066 0068 0070 0071 0072 0073 0074 0075
ai_019_006/cam_01 0031 0033 0035 0036 0037 0038 0039 0040
ai_028_002/cam_00 0045 0047 0049 0051 0052 0053 0054 0055
ai_052_002/cam_01 0003 0005 0007 0008 0009 0010 0011 0012
ai_010_008/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_027_004/cam_02 0089 0091 0093 0094 0095 0096 0097 0098
ai_034_001/cam_00 0058 0059 0061 0063 0065 0066 0067 0068
ai_046_008/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_017_004/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_018_002/cam_00 0042 0044 0046 0047 0048 0049 0050 0051
ai_042_001/cam_00 0074 0070 0061 0059 0043 0038 0037 0035
ai_013_004/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_019_004/cam_00 0006 0018 0019 0020 0021 0022 0023 0024
ai_051_003/cam_02 0051 0053 0055 0057 0058 0059 0060 0061
ai_027_007/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_002_006/cam_00 0014 0019 0032 0034 0037 0047 0049 0050
ai_007_007/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_048_006/cam_02 0006 0008 0010 0012 0013 0014 0015 0016
ai_052_008/cam_01 0063 0065 0066 0067 0068 0069 0070 0071
ai_055_001/cam_00 0077 0079 0080 0081 0083 0085 0088 0089
ai_007_008/cam_01 0028 0068 0069 0070 0071 0072 0073 0074
ai_048_009/cam_00 0051 0053 0054 0055 0056 0057 0058 0059
ai_054_006/cam_00 0018 0061 0062 0063 0064 0065 0066 0067
ai_043_007/cam_00 0066 0067 0069 0071 0073 0074 0075 0076
ai_002_006/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_043_009/cam_01 0042 0044 0046 0047 0048 0049 0050 0051
ai_048_006/cam_01 0052 0053 0055 0057 0058 0059 0060 0061
ai_043_002/cam_00 0018 0020 0021 0023 0025 0026 0027 0028
ai_029_003/cam_02 0051 0054 0056 0058 0059 0060 0061 0062
ai_005_007/cam_00 0006 0008 0009 0010 0011 0013 0015 0017
ai_052_002/cam_00 0061 0062 0065 0067 0068 0069 0070 0071
ai_021_010/cam_00 0075 0077 0079 0083 0085 0086 0087 0088
ai_021_010/cam_00 0002 0004 0010 0016 0029 0031 0043 0092
ai_006_002/cam_00 0042 0050 0051 0052 0053 0054 0055 0056
ai_006_002/cam_02 0060 0062 0063 0064 0065 0067 0068 0069
ai_017_010/cam_02 0036 0038 0040 0041 0042 0043 0044 0045
ai_004_006/cam_01 0001 0002 0003 0004 0005 0006 0007 0008
ai_018_009/cam_01 0084 0086 0088 0090 0091 0092 0093 0094
ai_030_005/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_005_008/cam_00 0084 0086 0087 0089 0091 0092 0093 0094
ai_027_009/cam_01 0042 0044 0045 0048 0050 0052 0053 0054
ai_043_007/cam_00 0033 0035 0037 0038 0039 0040 0041 0042
ai_044_007/cam_01 0090 0092 0094 0095 0096 0097 0098 0099
ai_027_006/cam_02 0083 0080 0064 0061 0059 0058 0046 0044
ai_050_001/cam_00 0009 0013 0014 0015 0016 0017 0018 0019
ai_054_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_012_001/cam_00 0027 0029 0034 0036 0037 0038 0039 0040
ai_015_008/cam_00 0009 0011 0013 0014 0015 0016 0017 0018
ai_048_006/cam_03 0051 0052 0054 0056 0057 0058 0059 0060
ai_018_008/cam_01 0051 0053 0055 0057 0058 0059 0060 0061
ai_048_007/cam_02 0081 0084 0086 0088 0090 0091 0093 0096
ai_017_008/cam_00 0070 0072 0074 0076 0078 0079 0080 0081
ai_050_003/cam_04 0036 0038 0040 0041 0042 0043 0044 0045
ai_009_003/cam_00 0024 0026 0028 0030 0031 0032 0033 0034
ai_029_003/cam_01 0063 0064 0066 0068 0070 0071 0072 0073
ai_037_005/cam_01 0058 0061 0062 0063 0064 0065 0066 0067
ai_035_010/cam_00 0063 0064 0065 0075 0076 0077 0078 0079
ai_038_004/cam_00 0063 0065 0067 0069 0071 0072 0073 0074
ai_015_003/cam_00 0063 0065 0067 0068 0069 0070 0071 0072
ai_012_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_036_010/cam_00 0003 0005 0016 0017 0018 0019 0022 0023
ai_027_006/cam_01 0087 0089 0091 0093 0095 0096 0097 0098
ai_017_010/cam_03 0022 0024 0025 0026 0027 0028 0029 0030
ai_021_007/cam_00 0067 0069 0071 0073 0074 0075 0077 0078
ai_019_003/cam_00 0005 0014 0019 0035 0050 0052 0055 0079
ai_038_004/cam_00 0018 0020 0022 0024 0025 0026 0027 0028
ai_021_003/cam_00 0075 0077 0078 0080 0086 0087 0088 0089
ai_001_002/cam_01 0085 0086 0088 0090 0092 0093 0094 0095
ai_007_004/cam_03 0061 0063 0065 0067 0068 0069 0070 0071
ai_055_005/cam_00 0002 0014 0016 0017 0022 0028 0038 0042
ai_031_001/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_016_002/cam_00 0009 0011 0013 0014 0015 0016 0017 0018
ai_048_004/cam_01 0018 0019 0020 0021 0023 0025 0026 0027
ai_023_006/cam_00 0030 0032 0034 0036 0037 0038 0039 0040
ai_002_009/cam_00 0098 0085 0076 0073 0071 0061 0056 0052
ai_026_019/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_018_008/cam_00 0033 0035 0036 0038 0040 0041 0042 0043
ai_045_001/cam_00 0060 0062 0064 0066 0067 0068 0069 0070
ai_002_005/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_029_003/cam_00 0075 0076 0078 0080 0082 0083 0084 0085
ai_054_004/cam_01 0075 0074 0073 0071 0068 0066 0061 0059
ai_043_003/cam_00 0075 0077 0079 0081 0082 0083 0084 0085
ai_050_004/cam_04 0069 0071 0072 0073 0074 0075 0085 0086
ai_042_001/cam_01 0054 0056 0058 0059 0060 0061 0062 0063
ai_051_003/cam_04 0066 0068 0069 0070 0071 0072 0073 0074
ai_021_007/cam_00 0027 0029 0031 0033 0035 0036 0037 0038
ai_055_002/cam_01 0098 0097 0096 0085 0056 0043 0041 0016
ai_045_004/cam_00 0076 0078 0079 0080 0081 0082 0084 0086
ai_042_004/cam_01 0054 0074 0075 0076 0077 0078 0079 0080
ai_026_003/cam_00 0033 0035 0037 0039 0041 0042 0043 0044
ai_041_005/cam_01 0066 0068 0069 0071 0073 0074 0075 0076
ai_005_004/cam_00 0021 0024 0026 0028 0029 0030 0031 0032
ai_004_005/cam_00 0027 0029 0030 0032 0034 0036 0038 0039
ai_021_003/cam_00 0081 0083 0084 0085 0086 0088 0090 0091
ai_018_004/cam_00 0042 0044 0046 0048 0050 0051 0052 0053
ai_042_005/cam_01 0039 0040 0044 0045 0046 0047 0048 0049
ai_032_008/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_035_007/cam_00 0048 0052 0054 0056 0058 0060 0062 0063
ai_055_003/cam_00 0048 0050 0051 0052 0053 0054 0055 0056
ai_047_004/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_018_003/cam_01 0008 0037 0040 0044 0046 0055 0059 0061
ai_044_005/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_029_003/cam_01 0054 0055 0057 0059 0060 0061 0062 0063
ai_050_005/cam_01 0057 0059 0061 0063 0064 0065 0066 0067
ai_042_002/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_011_009/cam_01 0073 0075 0076 0077 0078 0079 0080 0081
ai_055_005/cam_00 0052 0061 0062 0063 0064 0065 0066 0067
ai_017_002/cam_00 0002 0004 0008 0010 0035 0037 0038 0040
ai_026_020/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_029_005/cam_02 0002 0004 0013 0016 0017 0019 0094 0095
ai_028_004/cam_00 0033 0035 0037 0071 0072 0073 0074 0075
ai_007_008/cam_00 0063 0065 0066 0068 0070 0072 0073 0074
ai_007_010/cam_01 0034 0036 0038 0040 0041 0042 0043 0044
ai_009_005/cam_00 0047 0079 0081 0082 0083 0085 0087 0089
ai_001_002/cam_02 0046 0047 0049 0051 0052 0053 0054 0055
ai_037_008/cam_00 0002 0004 0010 0014 0016 0022 0025 0037
ai_016_009/cam_04 0006 0008 0010 0012 0013 0014 0015 0016
ai_045_005/cam_02 0066 0068 0070 0072 0074 0076 0077 0078
ai_012_001/cam_00 0060 0062 0064 0065 0066 0067 0069 0071
ai_019_007/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_048_004/cam_01 0030 0032 0033 0034 0035 0036 0037 0038
ai_006_004/cam_00 0021 0023 0025 0031 0032 0033 0034 0035
ai_045_010/cam_00 0002 0004 0014 0016 0017 0019 0022 0043
ai_044_010/cam_03 0091 0093 0094 0095 0096 0097 0098 0099
ai_050_004/cam_02 0022 0024 0025 0027 0029 0030 0031 0032
ai_050_001/cam_02 0021 0023 0025 0027 0029 0030 0031 0032
ai_048_005/cam_02 0078 0080 0082 0084 0085 0086 0087 0088
ai_011_006/cam_00 0075 0077 0079 0081 0083 0086 0087 0088
ai_017_010/cam_00 0087 0089 0091 0093 0094 0095 0096 0097
ai_018_004/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_035_009/cam_00 0036 0038 0039 0040 0041 0042 0043 0044
ai_034_005/cam_01 0033 0035 0037 0038 0039 0040 0041 0042
ai_001_005/cam_02 0006 0011 0013 0014 0015 0016 0017 0018
ai_023_010/cam_01 0081 0083 0084 0086 0088 0089 0090 0091
ai_041_001/cam_00 0045 0047 0048 0050 0052 0053 0054 0055
ai_003_009/cam_01 0076 0078 0079 0083 0084 0085 0086 0088
ai_037_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_039_004/cam_01 0069 0071 0073 0075 0077 0078 0079 0080
ai_027_007/cam_01 0005 0025 0032 0034 0037 0043 0053 0055
ai_006_006/cam_02 0034 0035 0036 0049 0051 0053 0054 0055
ai_054_004/cam_01 0027 0045 0080 0086 0091 0094 0096 0098
ai_037_001/cam_00 0024 0026 0027 0029 0078 0079 0080 0081
ai_043_009/cam_00 0048 0050 0052 0053 0054 0055 0056 0057
ai_023_001/cam_01 0041 0043 0047 0049 0052 0055 0058 0061
ai_029_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_006_010/cam_01 0030 0032 0033 0036 0038 0044 0045 0046
ai_042_002/cam_00 0021 0023 0025 0027 0028 0029 0030 0031
ai_048_009/cam_02 0089 0058 0056 0046 0044 0040 0034 0026
ai_001_007/cam_00 0027 0029 0031 0033 0034 0035 0036 0037
ai_036_005/cam_00 0002 0004 0009 0011 0013 0015 0017 0018
ai_009_003/cam_00 0015 0016 0018 0019 0020 0021 0022 0023
ai_053_009/cam_00 0084 0086 0088 0090 0091 0092 0093 0094
ai_042_005/cam_00 0042 0044 0047 0049 0050 0051 0054 0055
ai_027_003/cam_01 0064 0065 0067 0069 0070 0071 0072 0073
ai_017_009/cam_00 0046 0048 0049 0051 0053 0055 0057 0058
ai_053_012/cam_00 0083 0085 0086 0087 0088 0089 0090 0091
ai_029_005/cam_01 0078 0080 0082 0084 0086 0087 0088 0089
ai_001_008/cam_00 0047 0049 0055 0058 0064 0065 0067 0071
ai_019_007/cam_00 0024 0026 0027 0029 0031 0032 0033 0034
ai_027_007/cam_01 0084 0086 0088 0090 0092 0093 0094 0095
ai_007_006/cam_00 0048 0050 0052 0053 0054 0055 0056 0060
ai_004_002/cam_00 0024 0025 0027 0029 0031 0032 0033 0034
ai_051_003/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_051_002/cam_07 0008 0010 0011 0013 0015 0017 0018 0019
ai_048_002/cam_03 0051 0054 0055 0056 0057 0058 0060 0062
ai_007_008/cam_00 0036 0038 0040 0041 0043 0044 0045 0046
ai_006_008/cam_00 0054 0056 0057 0058 0059 0060 0061 0062
ai_034_005/cam_00 0057 0058 0060 0062 0064 0065 0066 0067
ai_053_001/cam_00 0092 0091 0077 0074 0073 0071 0055 0049
ai_053_018/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_044_005/cam_01 0042 0044 0045 0047 0049 0050 0051 0052
ai_016_009/cam_02 0069 0071 0073 0075 0077 0078 0079 0080
ai_050_004/cam_03 0045 0047 0048 0050 0057 0059 0061 0062
ai_041_009/cam_00 0034 0036 0038 0039 0040 0041 0042 0043
ai_029_003/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_033_008/cam_00 0064 0066 0068 0070 0071 0072 0073 0074
ai_030_003/cam_00 0098 0097 0094 0093 0091 0089 0085 0083
ai_007_004/cam_00 0072 0074 0075 0076 0077 0078 0079 0080
ai_053_018/cam_00 0033 0035 0037 0042 0043 0044 0045 0046
ai_046_007/cam_00 0044 0070 0080 0082 0086 0088 0090 0091
ai_019_006/cam_00 0036 0037 0039 0041 0042 0043 0044 0045
ai_022_004/cam_01 0002 0004 0011 0016 0017 0018 0061 0069
ai_045_005/cam_03 0031 0034 0035 0036 0037 0038 0039 0040
ai_023_006/cam_02 0078 0080 0082 0084 0085 0086 0087 0088
ai_035_009/cam_00 0072 0075 0076 0077 0078 0079 0081 0082
ai_001_002/cam_02 0055 0056 0058 0060 0062 0063 0064 0065
ai_002_006/cam_00 0051 0053 0054 0055 0057 0059 0061 0062
ai_035_010/cam_00 0066 0068 0078 0080 0081 0082 0083 0084
ai_004_006/cam_01 0040 0042 0043 0045 0047 0048 0049 0050
ai_021_009/cam_01 0035 0037 0040 0045 0051 0053 0055 0058
ai_053_020/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_001_001/cam_00 0074 0076 0078 0080 0081 0082 0083 0084
ai_037_007/cam_00 0097 0095 0093 0091 0081 0079 0060 0058
ai_027_004/cam_02 0075 0076 0078 0080 0082 0083 0084 0085
ai_043_004/cam_00 0069 0070 0074 0075 0076 0077 0078 0079
ai_027_008/cam_03 0000 0001 0002 0003 0004 0005 0006 0007
ai_053_001/cam_00 0045 0047 0048 0049 0050 0051 0052 0053
ai_050_005/cam_04 0049 0050 0053 0054 0055 0056 0057 0058
ai_048_005/cam_03 0087 0089 0091 0094 0095 0096 0097 0098
ai_008_009/cam_00 0064 0065 0066 0067 0068 0069 0070 0071
ai_048_003/cam_03 0060 0062 0064 0065 0066 0067 0068 0069
ai_046_002/cam_01 0042 0044 0046 0047 0048 0049 0050 0051
ai_030_003/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_043_009/cam_00 0081 0090 0091 0092 0093 0094 0095 0096
ai_045_010/cam_01 0078 0080 0081 0082 0083 0084 0085 0086
ai_019_009/cam_00 0039 0041 0043 0044 0045 0046 0047 0048
ai_006_001/cam_01 0063 0064 0066 0068 0069 0070 0071 0072
ai_045_005/cam_00 0069 0070 0072 0074 0075 0076 0077 0078
ai_002_009/cam_00 0078 0080 0082 0084 0085 0086 0087 0088
ai_027_006/cam_02 0021 0023 0026 0027 0028 0029 0030 0031
ai_015_005/cam_00 0054 0056 0058 0060 0061 0062 0063 0064
ai_034_001/cam_00 0039 0041 0043 0045 0047 0049 0051 0052
ai_054_002/cam_01 0081 0083 0086 0087 0088 0089 0090 0091
ai_030_009/cam_00 0084 0086 0088 0089 0090 0091 0092 0093
ai_042_005/cam_00 0081 0083 0085 0086 0087 0088 0089 0090
ai_001_004/cam_00 0090 0092 0093 0094 0095 0096 0097 0098
ai_026_003/cam_00 0030 0032 0034 0036 0037 0038 0039 0040
ai_009_006/cam_00 0098 0097 0096 0094 0089 0059 0057 0054
ai_029_001/cam_00 0000 0001 0002 0003 0004 0006 0013 0014
ai_032_003/cam_00 0027 0029 0031 0033 0034 0035 0036 0037
ai_009_002/cam_00 0098 0097 0058 0055 0053 0047 0043 0028
ai_003_008/cam_01 0057 0059 0061 0063 0065 0075 0087 0089
ai_055_007/cam_00 0084 0085 0087 0089 0090 0091 0092 0093
ai_011_009/cam_01 0007 0009 0011 0013 0014 0015 0016 0017
ai_052_006/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_028_001/cam_00 0051 0053 0054 0055 0056 0057 0058 0059
ai_051_002/cam_02 0036 0038 0039 0040 0041 0042 0043 0044
ai_023_002/cam_00 0072 0074 0075 0076 0077 0078 0079 0080
ai_030_003/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_030_004/cam_00 0067 0068 0070 0072 0073 0074 0075 0076
ai_036_003/cam_01 0045 0047 0049 0051 0053 0054 0055 0056
ai_023_010/cam_01 0036 0038 0069 0070 0071 0072 0073 0074
ai_044_010/cam_03 0010 0012 0051 0052 0053 0054 0055 0056
ai_036_010/cam_00 0009 0011 0013 0015 0016 0018 0022 0024
ai_001_002/cam_02 0098 0096 0092 0086 0073 0059 0057 0019
ai_050_005/cam_01 0078 0080 0081 0083 0084 0085 0086 0087
ai_048_004/cam_01 0072 0074 0076 0078 0080 0081 0082 0083
ai_027_008/cam_01 0060 0062 0064 0066 0068 0069 0070 0071
ai_016_003/cam_00 0038 0044 0046 0048 0050 0051 0052 0053
ai_045_001/cam_02 0069 0071 0073 0075 0077 0078 0079 0080
ai_048_003/cam_00 0009 0011 0013 0015 0017 0018 0019 0020
ai_016_009/cam_05 0085 0086 0087 0088 0089 0090 0091 0092
ai_015_009/cam_00 0089 0062 0055 0053 0041 0028 0022 0016
ai_026_001/cam_00 0054 0057 0058 0062 0063 0064 0065 0066
ai_017_009/cam_02 0000 0001 0002 0003 0004 0005 0006 0007
ai_050_003/cam_04 0051 0053 0054 0055 0056 0057 0058 0060
ai_016_002/cam_00 0098 0096 0094 0092 0090 0088 0082 0049
ai_050_003/cam_04 0079 0081 0082 0083 0084 0085 0086 0087
ai_050_005/cam_02 0014 0016 0017 0022 0028 0040 0044 0046
ai_021_009/cam_00 0005 0043 0046 0052 0055 0065 0067 0094
ai_001_005/cam_02 0036 0038 0040 0041 0042 0043 0044 0045
ai_048_005/cam_01 0019 0021 0022 0023 0024 0025 0026 0027
ai_051_002/cam_00 0014 0016 0050 0052 0053 0065 0067 0068
ai_033_001/cam_00 0029 0031 0034 0035 0036 0038 0040 0042
ai_006_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_036_003/cam_00 0021 0023 0035 0036 0037 0038 0039 0040
ai_002_004/cam_00 0030 0032 0034 0035 0036 0037 0038 0039
ai_002_003/cam_00 0009 0020 0021 0022 0023 0024 0025 0026
ai_043_007/cam_00 0098 0097 0096 0095 0093 0077 0076 0061
ai_043_007/cam_00 0042 0043 0045 0047 0048 0049 0050 0051
ai_036_010/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_017_010/cam_01 0082 0084 0086 0087 0088 0089 0090 0091
ai_046_008/cam_00 0002 0004 0014 0016 0017 0019 0022 0028
ai_034_005/cam_00 0012 0013 0015 0017 0019 0020 0021 0022
ai_045_006/cam_00 0071 0073 0074 0075 0076 0077 0078 0079
ai_055_002/cam_01 0010 0047 0070 0072 0074 0076 0079 0080
ai_054_009/cam_00 0060 0062 0063 0065 0067 0068 0069 0075
ai_052_002/cam_01 0081 0083 0085 0087 0088 0089 0090 0091
ai_017_002/cam_00 0051 0053 0055 0057 0058 0059 0060 0061
ai_032_008/cam_00 0018 0020 0021 0022 0023 0024 0025 0026
ai_048_002/cam_03 0006 0008 0010 0012 0013 0014 0015 0016
ai_028_002/cam_00 0003 0005 0007 0008 0009 0010 0011 0012
ai_046_003/cam_01 0008 0009 0010 0012 0013 0022 0024 0025
ai_050_004/cam_02 0049 0051 0052 0054 0056 0057 0058 0059
ai_003_008/cam_01 0010 0012 0014 0016 0017 0018 0019 0020
ai_055_004/cam_00 0002 0004 0007 0008 0010 0016 0084 0086
ai_027_009/cam_01 0002 0004 0011 0014 0016 0017 0018 0020
ai_054_001/cam_01 0057 0059 0061 0063 0064 0065 0066 0067
ai_034_005/cam_00 0000 0001 0002 0003 0004 0005 0006 0007
ai_026_001/cam_00 0030 0032 0033 0035 0037 0077 0078 0079
ai_053_020/cam_00 0060 0062 0064 0066 0067 0068 0069 0070
ai_007_004/cam_00 0002 0004 0014 0016 0017 0022 0028 0041
ai_051_002/cam_01 0041 0043 0044 0046 0049 0052 0055 0058
ai_027_003/cam_03 0043 0045 0047 0048 0049 0050 0051 0052
ai_039_008/cam_00 0076 0078 0080 0082 0083 0084 0085 0086
ai_019_009/cam_00 0030 0032 0034 0036 0037 0038 0039 0040
ai_021_007/cam_00 0006 0008 0010 0012 0014 0015 0016 0017
ai_032_001/cam_00 0054 0056 0058 0063 0064 0065 0066 0067
ai_006_003/cam_00 0036 0038 0040 0042 0044 0045 0046 0047
ai_004_002/cam_01 0018 0020 0024 0026 0027 0028 0029 0030
ai_048_007/cam_02 0018 0020 0021 0022 0023 0024 0025 0026
ai_048_003/cam_01 0000 0001 0002 0003 0004 0005 0006 0007
ai_010_006/cam_00 0078 0080 0081 0083 0085 0086 0087 0088
ai_007_006/cam_01 0068 0069 0071 0074 0079 0080 0081 0082
ai_054_008/cam_00 0065 0067 0068 0072 0073 0074 0081 0082
ai_009_001/cam_00 0009 0011 0013 0014 0015 0016 0017 0018
ai_051_003/cam_00 0090 0092 0094 0095 0096 0097 0098 0099
ai_018_004/cam_00 0036 0038 0040 0041 0042 0043 0044 0045
ai_034_001/cam_00 0098 0097 0096 0095 0089 0087 0083 0010
ai_018_008/cam_00 0098 0097 0094 0093 0091 0089 0082 0004
ai_018_009/cam_01 0038 0040 0043 0046 0056 0058 0059 0077
ai_014_003/cam_00 0036 0037 0043 0044 0045 0046 0047 0048
ai_053_020/cam_00 0098 0097 0096 0095 0071 0068 0019 0017
ai_018_010/cam_01 0084 0085 0087 0089 0090 0091 0092 0093
ai_046_003/cam_01 0065 0067 0069 0070 0071 0072 0073 0074
ai_045_005/cam_01 0025 0027 0028 0029 0030 0031 0032 0033
ai_055_005/cam_00 0058 0060 0062 0064 0066 0068 0069 0070
ai_055_001/cam_00 0006 0008 0010 0012 0013 0014 0015 0016
ai_008_001/cam_03 0066 0068 0074 0080 0083 0084 0086 0095
ai_054_003/cam_01 0042 0044 0046 0047 0048 0049 0050 0051
ai_004_001/cam_01 0098 0097 0096 0095 0083 0059 0054 0053
ai_033_005/cam_00 0051 0053 0055 0057 0058 0059 0060 0061
ai_052_010/cam_00 0087 0089 0091 0093 0095 0096 0097 0098
ai_010_006/cam_00 0002 0004 0014 0016 0017 0019 0071 0073
